task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
16	a7/a96b09	824227	NFCORE_SAMMYSEQ:SAMMYSEQ:FASTQ_ALIGN_DNA:BWAMEM1_MEM (CTRL004_S3)	COMPLETED	0	2025-10-29 16:21:43.965	8.8s	6.9s	361.9%	265 MB	549.8 MB	144.5 MB	62 MB
10	26/1b2341	824914	NFCORE_SAMMYSEQ:SAMMYSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (chr22.fa.sizes)	COMPLETED	0	2025-10-29 16:21:52.830	2.3s	20ms	82.8%	0	0	212.7 KB	412 B
19	f1/97611c	825388	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (CTRL004_S3)	COMPLETED	0	2025-10-29 16:22:34.715	23.9s	18.8s	80.7%	910.6 MB	5.3 GB	41.6 MB	11.1 MB
17	da/5fa515	826933	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (CTRL004_S2)	COMPLETED	0	2025-10-29 16:22:58.680	20.5s	16.8s	71.7%	123.4 MB	4.8 GB	46.7 MB	13.8 MB
18	23/a9ca2a	828565	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (CTRL004_S4)	COMPLETED	0	2025-10-29 16:23:19.272	18.8s	15.9s	78.8%	123.6 MB	4.7 GB	37.9 MB	9.1 MB
20	2c/ef9345	830194	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (CTRL004_S3)	COMPLETED	0	2025-10-29 16:23:38.086	2s	234ms	84.8%	6.9 MB	220.1 MB	10.7 MB	36.3 KB
21	68/562cae	830361	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (CTRL004_S2)	COMPLETED	0	2025-10-29 16:23:40.601	1.8s	231ms	109.1%	6.9 MB	220.1 MB	13.4 MB	37.9 KB
22	29/b14388	830506	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (CTRL004_S4)	COMPLETED	0	2025-10-29 16:23:42.430	2.8s	142ms	108.8%	6.6 MB	220.1 MB	8.7 MB	35.6 KB
27	c4/c91b49	830681	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (CTRL004_S3)	COMPLETED	0	2025-10-29 16:23:45.518	2.1s	159ms	111.8%	6.9 MB	220.1 MB	10.6 MB	6.9 KB
30	cb/c6e2bc	830826	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (CTRL004_S2)	COMPLETED	0	2025-10-29 16:23:47.633	1.7s	23ms	106.7%	3.1 MB	4.7 MB	285.1 KB	6.4 KB
32	b9/cbdba7	831107	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (CTRL004_S4)	COMPLETED	0	2025-10-29 16:23:49.333	1.6s	122ms	114.3%	7 MB	220.1 MB	8.7 MB	6.9 KB
26	04/7943cd	831255	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (CTRL004_S3)	COMPLETED	0	2025-10-29 16:23:50.966	680ms	37ms	87.0%	3.2 MB	4.7 MB	287.9 KB	6.4 KB
28	28/e940f4	831526	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (CTRL004_S2)	COMPLETED	0	2025-10-29 16:23:51.672	1.5s	180ms	118.7%	7.1 MB	220.1 MB	13.4 MB	6.9 KB
31	d2/0beb4f	831660	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (CTRL004_S4)	COMPLETED	0	2025-10-29 16:23:53.165	1.5s	22ms	106.7%	3.1 MB	4.7 MB	282.1 KB	6.4 KB
29	ba/7acc2b	831908	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (CTRL004_S3)	COMPLETED	0	2025-10-29 16:23:54.667	2s	443ms	120.8%	7.4 MB	221.4 MB	10.7 MB	28 KB
33	05/c6b10b	832051	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (CTRL004_S2)	COMPLETED	0	2025-10-29 16:23:56.727	1.9s	578ms	121.3%	7.4 MB	221.4 MB	13.4 MB	28.3 KB
34	7f/cc75f7	832214	NFCORE_SAMMYSEQ:SAMMYSEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (CTRL004_S4)	COMPLETED	0	2025-10-29 16:23:58.642	2.2s	398ms	121.4%	7.5 MB	221.4 MB	8.7 MB	27.7 KB
25	bc/3086d4	832454	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:SAMTOOLS_VIEW (CTRL004_S4)	COMPLETED	0	2025-10-29 16:24:15.356	3.2s	1.2s	78.0%	8.1 MB	229.3 MB	58.1 MB	7.9 MB
24	09/067ac2	832678	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:SAMTOOLS_VIEW (CTRL004_S2)	COMPLETED	0	2025-10-29 16:24:18.552	1.8s	251ms	101.4%	8 MB	229.3 MB	62.8 MB	12.3 MB
23	83/cb923b	832903	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:SAMTOOLS_VIEW (CTRL004_S3)	COMPLETED	0	2025-10-29 16:24:20.512	2.4s	1.1s	98.9%	6.4 MB	11.2 MB	60.1 MB	9.8 MB
35	60/9ed3e7	833089	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:SAMTOOLS_INDEX (CTRL004_S4)	COMPLETED	0	2025-10-29 16:24:22.975	1.3s	118ms	114.3%	6.8 MB	220.1 MB	8.1 MB	33.9 KB
36	f7/b812e2	833216	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:SAMTOOLS_INDEX (CTRL004_S2)	COMPLETED	0	2025-10-29 16:24:24.311	2s	243ms	122.0%	6.9 MB	220.1 MB	12.5 MB	35.3 KB
37	67/c38d7a	833379	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:SAMTOOLS_INDEX (CTRL004_S3)	COMPLETED	0	2025-10-29 16:24:26.324	3.9s	166ms	114.3%	6.6 MB	220.1 MB	10 MB	34.5 KB
39	71/02b9af	833533	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (CTRL004_S4)	COMPLETED	0	2025-10-29 16:24:30.225	1.8s	31ms	66.7%	3.1 MB	4.7 MB	270.9 KB	6.4 KB
41	9c/c90510	833818	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (CTRL004_S4)	COMPLETED	0	2025-10-29 16:24:32.020	1.5s	118ms	118.5%	7 MB	220.1 MB	8.1 MB	6.9 KB
38	49/628393	833959	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (CTRL004_S4)	COMPLETED	0	2025-10-29 16:24:33.527	1.7s	342ms	120.7%	7.1 MB	221.4 MB	8.1 MB	27.2 KB
44	11/28cef3	834096	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (CTRL004_S2)	COMPLETED	0	2025-10-29 16:24:35.231	1.4s	177ms	129.7%	7.1 MB	220.1 MB	12.5 MB	6.9 KB
43	30/0e2177	834250	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (CTRL004_S2)	COMPLETED	0	2025-10-29 16:24:36.744	1.6s	21ms	88.9%	3.1 MB	4.7 MB	272.3 KB	6.4 KB
42	cb/c33969	834515	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (CTRL004_S2)	COMPLETED	0	2025-10-29 16:24:38.396	1.9s	545ms	122.2%	7.4 MB	221.4 MB	12.5 MB	27.5 KB
46	b0/e131a4	834658	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (CTRL004_S3)	COMPLETED	0	2025-10-29 16:24:40.327	1.6s	145ms	129.2%	7 MB	220.1 MB	10 MB	6.9 KB
47	89/8a68fd	834808	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (CTRL004_S3)	COMPLETED	0	2025-10-29 16:24:41.995	1.5s	20ms	148.1%	3.1 MB	4.7 MB	271.4 KB	6.4 KB
48	bd/83e9d0	835084	NFCORE_SAMMYSEQ:SAMMYSEQ:FILTER_BAM_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (CTRL004_S3)	COMPLETED	0	2025-10-29 16:24:43.573	2.1s	429ms	124.1%	7.4 MB	221.6 MB	10 MB	27.4 KB
40	d7/81b7e1	835481	NFCORE_SAMMYSEQ:SAMMYSEQ:DEEPTOOLS_BAMCOVERAGE (CTRL004_S4)	COMPLETED	0	2025-10-29 16:25:28.800	26.3s	24.4s	186.5%	750.2 MB	4.2 GB	42.3 MB	12.7 MB
49	76/9e3d49	837096	NFCORE_SAMMYSEQ:SAMMYSEQ:DEEPTOOLS_BAMCOVERAGE (CTRL004_S3)	COMPLETED	0	2025-10-29 16:25:55.081	29.7s	27.8s	181.7%	714.8 MB	4.2 GB	46.9 MB	15.4 MB
45	43/ff1327	838838	NFCORE_SAMMYSEQ:SAMMYSEQ:DEEPTOOLS_BAMCOVERAGE (CTRL004_S2)	COMPLETED	0	2025-10-29 16:26:24.861	30s	28.1s	171.2%	752.3 MB	4.2 GB	54 MB	20 MB
50	cd/f8b535	840895	NFCORE_SAMMYSEQ:SAMMYSEQ:DEEPTOOLS_QC:DEEPTOOLS_MULTIBIGWIGSUMMARY (all_target_bigwigs)	COMPLETED	0	2025-10-29 16:27:45.428	3.1s	1.1s	298.6%	16.2 MB	71 MB	52.4 MB	192.2 KB
52	76/098d4e	841294	NFCORE_SAMMYSEQ:SAMMYSEQ:DEEPTOOLS_QC:DEEPTOOLS_PLOTPCA (all_target_bigwigs)	COMPLETED	0	2025-10-29 16:28:25.670	7.1s	5.2s	110.1%	155.1 MB	1.5 GB	91.2 MB	148.4 KB
51	64/26d622	841814	NFCORE_SAMMYSEQ:SAMMYSEQ:DEEPTOOLS_QC:DEEPTOOLS_PLOTCORRELATION (all_target_bigwigs)	COMPLETED	0	2025-10-29 16:28:32.761	4.1s	2.8s	160.4%	130.6 MB	1.3 GB	73.5 MB	10.5 KB
53	c6/ff731a	842754	NFCORE_SAMMYSEQ:SAMMYSEQ:MULTIQC	COMPLETED	0	2025-10-29 16:30:26.738	22.4s	18.6s	40.2%	790.9 MB	15.7 GB	90.5 MB	33 MB
